cancer,edin,is_tumor
STAD,5.6000000000000005,True
STAD,3.1199999999999997,False
TGCT,1.28,True
THCA,14.540000000000001,True
THCA,12.07,False
THYM,2.52,True
UCEC,4.01,True
UCEC,5.71,False
UCS,7.140000000000001,True
ACC,51.9,True
BLCA,37.75,True
BLCA,63.160000000000004,False
BRCA,80.51,True
BRCA,69.91000000000001,False
CESC,39.22,True
CESC,33.33,False
CHOL,52.78,True
CHOL,88.89,False
COAD,60.0,True
COAD,31.71,False
DLBC,22.919999999999998,True
ESCA,66.67,True
ESCA,54.55,False
GBM,22.02,True
GBM,80.0,False
HNSC,43.8,True
HNSC,40.910000000000004,False
KICH,72.31,True
KICH,79.17,False
KIRC,74.58,True
KIRC,87.5,False
KIRP,40.14,True
KIRP,71.88,False
LAML,16.56,True
LGG,33.269999999999996,True
LIHC,54.010000000000005,True
LIHC,80.0,False
LUAD,57.87,True
LUAD,59.31999999999999,False
LUSC,53.71,True
LUSC,89.8,False
MESO,33.72,True
OV,51.980000000000004,True
PAAD,51.690000000000005,True
PCPG,70.49,True
PRAD,80.4,True
PRAD,86.53999999999999,False
READ,52.17,True
READ,20.0,False
SARC,26.619999999999997,True
SARC,50.0,False
SKCM,39.489999999999995,True
SKCM,100.0,False
STAD,60.0,True
STAD,56.25,False
TGCT,62.18,True
THCA,82.32000000000001,True
THCA,84.48,False
THYM,63.029999999999994,True
THYM,50.0,False
UCEC,20.8,True
UCEC,17.14,False
UCS,25.0,True
UVM,37.5,True
ACC,2.53,True
BLCA,4.66,True
BRCA,21.029999999999998,True
BRCA,12.389999999999999,False
CESC,4.58,True
CHOL,11.110000000000001,True
COAD,4.29,True
ESCA,33.95,True
ESCA,9.09,False
GBM,17.86,True
HNSC,7.6,True
HNSC,2.27,False
KICH,1.54,True
KICH,16.669999999999998,False
KIRC,14.95,True
KIRC,16.669999999999998,False
KIRP,5.19,True
KIRP,6.25,False
LAML,0.66,True
LGG,29.299999999999997,True
LIHC,1.0699999999999998,True
LUAD,10.25,True
LUAD,8.469999999999999,False
LUSC,15.03,True
LUSC,16.33,False
MESO,9.3,True
OV,11.61,True
PAAD,3.93,True
PCPG,31.15,True
PRAD,10.8,True
PRAD,9.62,False
READ,2.17,True
SARC,8.75,True
SKCM,7.430000000000001,True
STAD,19.73,True
STAD,3.1199999999999997,False
TGCT,2.56,True
THCA,11.0,True
THCA,5.17,False
THYM,6.72,True
UCEC,1.28,True
UCS,3.5700000000000003,True
UVM,3.75,True
ACC,10.13,True
BLCA,1.47,True
BLCA,10.530000000000001,False
BRCA,4.44,True
BRCA,6.1899999999999995,False
CESC,0.98,True
COAD,1.43,True
COAD,2.44,False
ESCA,3.6999999999999997,True
GBM,4.760000000000001,True
HNSC,1.4000000000000001,True
HNSC,2.27,False
KICH,6.15,True
KICH,8.33,False
KIRC,3.55,True
KIRC,15.28,False
KIRP,2.77,True
KIRP,6.25,False
LAML,3.9699999999999998,True
LGG,1.7000000000000002,True
LIHC,1.87,True
LUAD,2.09,True
LUAD,8.469999999999999,False
LUSC,1.2,True
LUSC,10.2,False
MESO,1.16,True
OV,2.9000000000000004,True
PAAD,2.81,True
PAAD,25.0,False
PCPG,4.92,True
PRAD,3.4000000000000004,True
PRAD,3.85,False
READ,3.26,True
SARC,1.9,True
SKCM,3.4000000000000004,True
SKCM,100.0,False
STAD,4.0,True
STAD,3.1199999999999997,False
TGCT,0.64,True
THCA,5.89,True
THCA,13.79,False
THYM,8.4,True
UCEC,0.73,True
UCEC,2.86,False
UVM,3.75,True
ACC,7.59,True
BLCA,4.17,True
BRCA,0.91,True
CESC,2.29,True
CHOL,2.78,True
COAD,1.0699999999999998,True
DLBC,41.67,True
ESCA,16.05,True
GBM,14.29,True
HNSC,0.2,True
KICH,1.54,True
KIRC,4.67,True
KIRP,2.42,True
KIRP,6.25,False
LAML,6.619999999999999,True
LGG,4.16,True
LIHC,1.6,True
LUAD,0.95,True
LUSC,0.4,True
LUSC,6.12,False
MESO,2.33,True
OV,20.84,True
PAAD,1.69,True
PCPG,8.200000000000001,True
PRAD,0.6,True
READ,1.09,True
SARC,12.17,True
SKCM,9.55,True
STAD,14.13,True
STAD,3.1199999999999997,False
TGCT,14.099999999999998,True
THCA,1.77,True
THYM,34.449999999999996,True
UCEC,1.28,True
UCEC,8.57,False
UCS,21.43,True
UVM,2.5,True
ACC,1.27,True
BLCA,3.6799999999999997,True
BRCA,36.63,True
BRCA,11.5,False
CESC,5.56,True
CHOL,13.889999999999999,True
COAD,10.0,True
COAD,2.44,False
ESCA,27.779999999999998,True
ESCA,27.27,False
GBM,14.879999999999999,True
HNSC,2.0,True
HNSC,9.09,False
KICH,1.54,True
KICH,12.5,False
KIRC,8.04,True
KIRC,11.110000000000001,False
KIRP,6.569999999999999,True
KIRP,3.1199999999999997,False
LAML,3.3099999999999996,True
LGG,1.7000000000000002,True
LIHC,13.900000000000002,True
LIHC,8.0,False
LUAD,16.509999999999998,True
LUAD,6.78,False
LUSC,5.01,True
LUSC,4.08,False
MESO,3.49,True
OV,19.79,True
PAAD,5.06,True
PCPG,3.2800000000000002,True
PRAD,33.4,True
PRAD,28.849999999999998,False
READ,3.26,True
SARC,1.52,True
SKCM,1.7000000000000002,True
STAD,20.8,True
STAD,9.379999999999999,False
TGCT,0.64,True
THCA,11.200000000000001,True
THCA,6.9,False
THYM,5.88,True
UCEC,13.69,True
UCEC,2.86,False
UCS,7.140000000000001,True
ACC,35.44,True
BLCA,53.68000000000001,True
BLCA,52.629999999999995,False
BRCA,71.53,True
BRCA,72.57000000000001,False
CESC,64.38000000000001,True
CESC,100.0,False
CHOL,72.22,True
COAD,57.86,True
COAD,43.9,False
DLBC,47.92,True
ESCA,77.78,True
ESCA,54.55,False
GBM,82.14,True
GBM,100.0,False
HNSC,43.2,True
HNSC,20.45,False
KICH,32.31,True
KICH,83.33,False
KIRC,67.29,True
KIRC,66.67,False
KIRP,46.71,True
KIRP,53.12,False
LAML,11.26,True
LGG,66.73,True
LIHC,18.45,True
LIHC,6.0,False
LUAD,59.199999999999996,True
LUAD,32.2,False
LUSC,58.919999999999995,True
LUSC,67.35,False
MESO,68.60000000000001,True
OV,81.78999999999999,True
PAAD,73.6,True
PAAD,50.0,False
PCPG,75.96000000000001,True
PRAD,77.2,True
PRAD,80.77,False
READ,69.57,True
READ,30.0,False
SARC,57.410000000000004,True
SARC,50.0,False
SKCM,53.290000000000006,True
SKCM,100.0,False
STAD,63.73,True
STAD,40.62,False
TGCT,67.95,True
THCA,77.21000000000001,True
THCA,89.66,False
THYM,78.14999999999999,True
THYM,50.0,False
UCEC,37.96,True
UCEC,65.71000000000001,False
UCS,64.29,True
UVM,43.75,True
ACC,1.27,True
BLCA,0.74,True
BRCA,2.18,True
BRCA,2.65,False
CESC,0.98,True
CHOL,2.78,True
COAD,0.36,True
COAD,2.44,False
DLBC,2.08,True
ESCA,9.26,True
ESCA,9.09,False
GBM,29.17,True
GBM,20.0,False
HNSC,1.2,True
KICH,6.15,True
KIRC,2.06,True
KIRC,4.17,False
KIRP,4.15,True
KIRP,9.379999999999999,False
LAML,0.66,True
LGG,7.5600000000000005,True
LIHC,0.27,True
LUAD,1.1400000000000001,True
LUSC,2.1999999999999997,True
LUSC,2.04,False
OV,9.5,True
PAAD,2.81,True
PCPG,3.83,True
PRAD,2.4,True
READ,2.17,True
SARC,3.42,True
SKCM,2.12,True
STAD,6.13,True
TGCT,0.64,True
THCA,3.34,True
THCA,3.45,False
THYM,0.84,True
UCEC,2.92,True
UCEC,2.86,False
UVM,3.75,True
ESCA,0.62,True
KICH,1.54,True
KIRC,1.39,False
LUAD,0.19,True
OV,0.26,True
SKCM,0.21,True
STAD,0.27,True
ACC,6.329999999999999,True
BLCA,16.42,True
BRCA,60.74,True
BRCA,34.510000000000005,False
CESC,41.83,True
CHOL,27.779999999999998,True
COAD,29.29,True
COAD,12.2,False
DLBC,20.830000000000002,True
ESCA,80.86,True
ESCA,36.36,False
GBM,76.19,True
HNSC,32.800000000000004,True
HNSC,15.909999999999998,False
KICH,10.77,True
KICH,58.330000000000005,False
KIRC,43.93,True
KIRC,50.0,False
KIRP,11.42,True
KIRP,21.88,False
LAML,3.9699999999999998,True
LGG,34.97,True
LIHC,6.68,True
LUAD,38.33,True
LUAD,15.25,False
LUSC,37.07,True
LUSC,28.57,False
MESO,11.63,True
OV,77.84,True
PAAD,23.03,True
PCPG,14.75,True
PRAD,20.599999999999998,True
PRAD,26.919999999999998,False
READ,23.91,True
READ,10.0,False
SARC,16.73,True
SARC,50.0,False
SKCM,20.169999999999998,True
STAD,69.33,True
STAD,40.62,False
TGCT,32.05,True
THCA,26.919999999999998,True
THCA,27.589999999999996,False
THYM,18.490000000000002,True
UCEC,16.42,True
UCEC,8.57,False
UCS,16.07,True
UVM,7.5,True
ACC,1.27,True
BLCA,6.13,True
BRCA,3.9,True
BRCA,0.88,False
CESC,2.6100000000000003,True
CHOL,16.669999999999998,True
ESCA,4.9399999999999995,True
KICH,32.31,True
KICH,33.33,False
KIRC,9.16,True
KIRC,1.39,False
KIRP,13.15,True
LGG,0.19,True
LIHC,0.27,True
LUAD,7.21,True
LUSC,0.4,True
OV,41.160000000000004,True
PAAD,1.1199999999999999,True
PCPG,1.09,True
PRAD,0.2,True
STAD,6.13,True
TGCT,0.64,True
THCA,55.21,True
THCA,31.03,False
UCEC,6.02,True
BLCA,1.72,True
BRCA,5.53,True
BRCA,2.65,False
CESC,14.38,True
CHOL,2.78,True
COAD,3.93,True
DLBC,2.08,True
ESCA,55.559999999999995,True
ESCA,9.09,False
GBM,10.12,True
HNSC,3.4000000000000004,True
KICH,4.17,False
KIRC,0.75,True
KIRC,4.17,False
KIRP,2.77,True
LAML,8.61,True
LGG,2.27,True
LUAD,3.2300000000000004,True
LUSC,7.21,True
OV,18.21,True
PRAD,0.2,True
PRAD,1.92,False
READ,7.61,True
SARC,1.52,True
SKCM,10.620000000000001,True
STAD,32.800000000000004,True
TGCT,3.2099999999999995,True
UCEC,0.5499999999999999,True
ACC,3.8,True
BLCA,8.82,True
BLCA,5.26,False
BRCA,8.61,True
BRCA,0.88,False
CESC,7.5200000000000005,True
CHOL,16.669999999999998,True
COAD,3.93,True
COAD,4.88,False
DLBC,6.25,True
ESCA,27.16,True
ESCA,9.09,False
GBM,23.21,True
HNSC,3.0,True
HNSC,4.55,False
KICH,3.08,True
KIRC,8.04,True
KIRC,2.78,False
KIRP,5.88,True
KIRP,3.1199999999999997,False
LAML,3.3099999999999996,True
LGG,9.07,True
LIHC,6.15,True
LUAD,6.64,True
LUAD,5.08,False
LUSC,7.62,True
LUSC,8.16,False
MESO,10.47,True
OV,26.91,True
PAAD,7.3,True
PCPG,15.299999999999999,True
PCPG,33.33,False
PRAD,6.4,True
PRAD,1.92,False
READ,4.35,True
SARC,10.65,True
SKCM,8.07,True
STAD,23.200000000000003,True
STAD,18.75,False
TGCT,7.049999999999999,True
THCA,5.89,True
THCA,8.62,False
THYM,5.04,True
UCEC,6.02,True
UCEC,14.29,False
UCS,5.36,True
UVM,5.0,True
BLCA,0.25,True
BRCA,3.08,True
BRCA,6.1899999999999995,False
CESC,0.98,True
COAD,1.79,True
COAD,7.32,False
ESCA,74.07000000000001,True
ESCA,81.82000000000001,False
GBM,4.760000000000001,True
GBM,20.0,False
HNSC,2.1999999999999997,True
KICH,23.080000000000002,True
KICH,8.33,False
KIRC,3.55,True
KIRC,19.439999999999998,False
KIRP,8.649999999999999,True
KIRP,18.75,False
LAML,32.45,True
LGG,3.5900000000000003,True
LIHC,0.53,True
LUAD,1.71,True
LUSC,1.0,True
LUSC,14.29,False
OV,18.21,True
PAAD,1.1199999999999999,True
PRAD,2.8000000000000003,True
PRAD,1.92,False
READ,2.17,True
READ,10.0,False
SARC,3.8,True
SKCM,2.55,True
STAD,69.87,True
STAD,65.62,False
TGCT,2.56,True
THCA,0.59,True
THCA,8.62,False
UCEC,0.36,True
BLCA,4.66,True
BLCA,10.530000000000001,False
BRCA,8.07,True
BRCA,4.42,False
CESC,7.5200000000000005,True
CHOL,16.669999999999998,True
COAD,6.79,True
COAD,12.2,False
DLBC,4.17,True
ESCA,28.4,True
GBM,32.74,True
GBM,40.0,False
HNSC,5.2,True
HNSC,11.360000000000001,False
KICH,7.6899999999999995,True
KICH,16.669999999999998,False
KIRC,11.21,True
KIRC,8.33,False
KIRP,4.5,True
KIRP,6.25,False
LAML,1.9900000000000002,True
LGG,19.66,True
LIHC,2.67,True
LUAD,5.12,True
LUAD,3.39,False
LUSC,8.219999999999999,True
LUSC,10.2,False
MESO,4.65,True
OV,10.03,True
PAAD,7.3,True
PAAD,50.0,False
PCPG,8.200000000000001,True
PRAD,4.6,True
PRAD,19.23,False
READ,8.7,True
SARC,6.84,True
SKCM,8.07,True
STAD,21.07,True
STAD,15.620000000000001,False
TGCT,1.92,True
THCA,4.52,True
THCA,5.17,False
THYM,3.36,True
UCEC,1.6400000000000001,True
UCEC,5.71,False
UCS,7.140000000000001,True
UVM,3.75,True
BLCA,1.23,True
BRCA,2.18,True
BRCA,2.65,False
CESC,1.96,True
COAD,1.0699999999999998,True
COAD,2.44,False
ESCA,7.41,True
ESCA,9.09,False
GBM,1.1900000000000002,True
HNSC,1.6,True
HNSC,2.27,False
KICH,1.54,True
KICH,8.33,False
KIRC,1.87,True
KIRC,1.39,False
KIRP,1.73,True
KIRP,6.25,False
LGG,2.27,True
LIHC,1.87,True
LUAD,2.4699999999999998,True
LUAD,1.69,False
LUSC,1.6,True
MESO,1.16,True
OV,5.01,True
PAAD,2.25,True
PCPG,2.19,True
PRAD,1.6,True
READ,4.35,True
SARC,1.1400000000000001,True
SKCM,1.91,True
STAD,7.199999999999999,True
TGCT,3.85,True
THCA,1.96,True
UCEC,1.09,True
ACC,2.53,True
BLCA,18.87,True
BLCA,21.05,False
BRCA,63.01,True
BRCA,56.64,False
CESC,31.05,True
CESC,33.33,False
CHOL,36.11,True
CHOL,33.33,False
COAD,36.43,True
COAD,34.150000000000006,False
DLBC,2.08,True
ESCA,67.28,True
ESCA,90.91,False
GBM,43.45,True
HNSC,21.4,True
HNSC,18.18,False
KICH,35.38,True
KICH,87.5,False
KIRC,58.5,True
KIRC,72.22,False
KIRP,43.6,True
KIRP,75.0,False
LAML,19.21,True
LGG,6.99,True
LIHC,28.07,True
LIHC,36.0,False
LUAD,50.660000000000004,True
LUAD,44.07,False
LUSC,32.87,True
LUSC,67.35,False
MESO,15.120000000000001,True
OV,68.07,True
PAAD,44.379999999999995,True
PAAD,25.0,False
PCPG,32.79,True
PRAD,54.400000000000006,True
PRAD,57.69,False
READ,31.52,True
READ,30.0,False
SARC,16.35,True
SARC,50.0,False
SKCM,30.79,True
STAD,61.33,True
STAD,53.12,False
TGCT,7.049999999999999,True
THCA,54.42,True
THCA,56.89999999999999,False
THYM,19.33,True
UCEC,35.22,True
UCEC,22.86,False
UCS,17.86,True
UVM,43.75,True
BRCA,2.65,False
KIRC,5.79,True
OV,0.53,True
STAD,3.1199999999999997,False
THYM,50.0,False
ACC,2.53,True
BLCA,3.19,True
BRCA,3.17,True
BRCA,0.88,False
CESC,3.92,True
CESC,33.33,False
CHOL,2.78,True
COAD,6.43,True
ESCA,17.9,True
ESCA,18.18,False
GBM,21.43,True
HNSC,4.0,True
HNSC,2.27,False
KICH,4.62,True
KIRC,5.050000000000001,True
KIRC,5.56,False
KIRP,0.69,True
LGG,8.32,True
LIHC,0.53,True
LUAD,1.52,True
LUAD,1.69,False
LUSC,3.4099999999999997,True
LUSC,4.08,False
MESO,2.33,True
OV,13.98,True
PAAD,4.49,True
PAAD,25.0,False
PCPG,5.46,True
PRAD,1.2,True
READ,7.61,True
SARC,9.13,True
SKCM,8.07,True
STAD,14.399999999999999,True
STAD,6.25,False
TGCT,0.64,True
THCA,1.5699999999999998,True
THYM,1.68,True
UCEC,3.65,True
UCEC,2.86,False
UCS,3.5700000000000003,True
UVM,5.0,True
BLCA,0.25,True
BRCA,0.18,True
CESC,0.98,True
COAD,0.36,True
ESCA,12.35,True
HNSC,0.6,True
LUAD,1.1400000000000001,True
LUSC,2.04,False
OV,0.26,True
PAAD,0.5599999999999999,True
PRAD,0.6,True
STAD,9.6,True
UCEC,0.18,True
BLCA,1.47,True
BRCA,8.07,True
BRCA,14.16,False
CESC,6.859999999999999,True
CHOL,2.78,True
COAD,37.14,True
COAD,21.95,False
ESCA,22.84,True
ESCA,18.18,False
GBM,0.6,True
HNSC,1.6,True
KICH,7.6899999999999995,True
KIRC,3.36,True
KIRP,0.69,True
LAML,0.66,True
LGG,1.32,True
LIHC,1.34,True
LUAD,13.66,True
LUAD,49.15,False
LUSC,6.81,True
LUSC,61.22,False
MESO,4.65,True
OV,7.39,True
PAAD,1.69,True
PCPG,0.5499999999999999,True
PRAD,1.0,True
PRAD,1.92,False
READ,43.480000000000004,True
SARC,1.9,True
SKCM,0.42,True
STAD,14.67,True
STAD,3.1199999999999997,False
THCA,84.87,True
THCA,74.14,False
THYM,1.68,True
UCEC,0.73,True
BRCA,0.27,True
ESCA,9.26,True
KIRC,0.75,True
KIRP,2.42,True
KIRP,3.1199999999999997,False
LUAD,0.38,True
OV,1.8499999999999999,True
STAD,6.93,True
UCEC,0.18,True
ACC,1.27,True
BLCA,1.23,True
BRCA,16.5,True
BRCA,31.86,False
CESC,7.19,True
CHOL,22.220000000000002,True
CHOL,22.220000000000002,False
DLBC,4.17,True
ESCA,15.43,True
ESCA,36.36,False
GBM,8.33,True
HNSC,4.8,True
HNSC,11.360000000000001,False
KICH,4.62,True
KIRC,1.1199999999999999,True
KIRP,3.11,True
LGG,4.73,True
LIHC,10.7,True
LIHC,10.0,False
LUAD,3.2300000000000004,True
LUAD,3.39,False
LUSC,4.81,True
LUSC,6.12,False
MESO,1.16,True
OV,52.239999999999995,True
PAAD,17.419999999999998,True
PAAD,25.0,False
PCPG,6.01,True
PRAD,57.199999999999996,True
PRAD,53.849999999999994,False
SARC,1.1400000000000001,True
SKCM,1.7000000000000002,True
STAD,7.199999999999999,True
STAD,6.25,False
TGCT,6.41,True
THCA,37.13,True
THCA,39.660000000000004,False
THYM,0.84,True
UCEC,34.12,True
UCEC,22.86,False
UCS,8.93,True
UVM,1.25,True
ACC,3.8,True
BLCA,3.4299999999999997,True
BLCA,21.05,False
BRCA,6.4399999999999995,True
BRCA,11.5,False
CESC,0.98,True
CHOL,2.78,True
COAD,1.43,True
COAD,4.88,False
ESCA,17.9,True
ESCA,18.18,False
GBM,4.760000000000001,True
HNSC,2.8000000000000003,True
KICH,12.31,True
KICH,29.17,False
KIRC,14.95,True
KIRC,29.17,False
KIRP,6.92,True
KIRP,9.379999999999999,False
LAML,1.9900000000000002,True
LGG,3.02,True
LIHC,4.55,True
LIHC,6.0,False
LUAD,3.8,True
LUAD,10.17,False
LUSC,1.7999999999999998,True
LUSC,12.24,False
MESO,3.49,True
OV,3.6900000000000004,True
PAAD,7.870000000000001,True
PAAD,25.0,False
PCPG,2.19,True
PRAD,12.4,True
PRAD,28.849999999999998,False
READ,5.43,True
READ,10.0,False
SARC,5.319999999999999,True
SKCM,4.88,True
STAD,11.73,True
STAD,31.25,False
TGCT,3.85,True
THCA,6.29,True
THCA,8.62,False
UCEC,1.28,True
UCEC,2.86,False
UCS,1.79,True
UVM,1.25,True
