0,1,2
chr14_20366308-,1.000,True
chr14_20366308-,1.000,False
chr14_20366308-,1.000,True
chr14_20366308-,1.000,False
chr14_20366308-,1.000,True
chr14_20366308-,0.941,False
chr14_20366308-,0.929,True
chr14_20366308-,1.000,False
chr14_20366308-,0.974,False
chr14_20366308-,1.000,True
chr14_20366308-,1.000,False
chr14_20366308-,1.000,False
chr14_20366308-,1.000,True
chr14_20366308-,1.000,False
chr14_20366308-,1.000,True
chr14_20366308-,0.914,True
chr14_20366308-,1.000,True
chr14_20366308-,0.944,True
chr14_20366308-,0.960,True
chr14_20366308-,1.000,True
chr14_20366308-,0.978,True
chr14_20366308-,1.000,True
chr14_20366308-,1.000,True
chr14_20366308-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,False
chr7_72995872-,0.972,True
chr7_72995872-,0.909,True
chr7_72995872-,0.929,False
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,0.969,True
chr7_72995872-,0.900,False
chr7_72995872-,0.966,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,0.850,True
chr7_72995872-,1.000,True
chr7_72995872-,0.923,True
chr7_72995872-,0.920,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,False
chr7_72995872-,1.000,True
chr7_72995872-,0.972,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,0.964,True
chr7_72995872-,1.000,True
chr7_72995872-,0.889,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,0.889,True
chr7_72995872-,0.963,True
chr7_72995872-,0.976,True
chr7_72995872-,0.923,True
chr7_72995872-,1.000,True
chr7_72995872-,0.885,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,False
chr7_72995872-,1.000,True
chr7_72995872-,1.000,False
chr7_72995872-,0.882,True
chr7_72995872-,1.000,False
chr7_72995872-,1.000,True
chr7_72995872-,1.000,False
chr7_72995872-,0.971,True
chr7_72995872-,0.933,False
chr7_72995872-,0.981,True
chr7_72995872-,0.929,False
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,0.947,False
chr7_72995872-,0.961,True
chr7_72995872-,1.000,False
chr7_72995872-,1.000,True
chr7_72995872-,0.933,False
chr7_72995872-,1.000,True
chr7_72995872-,0.826,False
chr7_72995872-,0.933,True
chr7_72995872-,1.000,False
chr7_72995872-,1.000,True
chr7_72995872-,0.943,True
chr7_72995872-,0.900,False
chr7_72995872-,1.000,True
chr7_72995872-,1.000,False
chr7_72995872-,0.955,False
chr7_72995872-,0.943,True
chr7_72995872-,0.969,False
chr7_72995872-,0.879,True
chr7_72995872-,0.978,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_72995872-,1.000,False
chr7_72995872-,1.000,True
chr7_72995872-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,0.929,False
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,0.875,True
chr7_74880571-,0.968,True
chr7_74880571-,0.941,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,False
chr7_74880571-,1.000,True
chr7_74880571-,0.967,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,0.971,True
chr7_74880571-,0.960,True
chr7_74880571-,0.960,True
chr7_74880571-,0.966,True
chr7_74880571-,0.963,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,0.958,True
chr7_74880571-,0.947,False
chr7_74880571-,1.000,True
chr7_74880571-,0.944,False
chr7_74880571-,0.909,True
chr7_74880571-,0.967,False
chr7_74880571-,0.933,True
chr7_74880571-,1.000,False
chr7_74880571-,1.000,True
chr7_74880571-,0.947,False
chr7_74880571-,1.000,True
chr7_74880571-,0.815,False
chr7_74880571-,1.000,False
chr7_74880571-,1.000,True
chr7_74880571-,1.000,False
chr7_74880571-,1.000,True
chr7_74880571-,1.000,False
chr7_74880571-,0.968,True
chr7_74880571-,1.000,False
chr7_74880571-,0.952,False
chr7_74880571-,1.000,False
chr7_74880571-,1.000,False
chr7_74880571-,1.000,True
chr7_74880571-,1.000,False
chr7_74880571-,0.958,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,False
chr7_74880571-,0.938,False
chr7_74880571-,0.950,True
chr7_74880571-,1.000,False
chr7_74880571-,0.833,True
chr7_74880571-,0.963,True
chr7_74880571-,0.920,True
chr7_74880571-,0.944,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
chr7_74880571-,0.923,True
chr7_74880571-,1.000,False
chr7_74880571-,1.000,True
chr7_74880571-,1.000,True
