site,cancer,edited,p50,tn
3,17,0.9829222011385199,0.3496,True
4,17,1.0,0.2769,False
3,18,1.0,0.2985,True
4,18,1.0,0.2740,False
3,19,0.9651162790697675,0.3063,True
3,20,0.9973614775725593,0.4657,True
3,21,1.0,0.3161,True
4,21,1.0,0.2594,False
3,22,1.0,0.3909,True
4,22,1.0,0.2000,False
3,23,0.998,0.2552,True
4,23,1.0,0.2840,False
3,24,1.0,0.2090,True
4,24,1.0,0.2219,False
3,25,1.0,0.3049,True
4,25,1.0,0.2608,False
3,26,0.9936305732484076,0.2528,True
4,26,1.0,0.3942,False
3,27,0.9813333333333333,0.3547,True
4,27,1.0,0.3161,False
3,28,1.0,0.3114,True
3,29,1.0,0.3440,True
4,29,1.0,0.2840,False
3,30,1.0,0.2923,True
4,30,1.0,0.2354,False
3,31,0.9835766423357665,0.3333,True
4,31,1.0,0.3000,False
3,32,1.0,0.2625,True
3,33,1.0,0.2138,True
1,1,0.9873417721518988,0.6219,True
1,2,0.9975490196078431,0.6522,True
2,2,1.0,0.5344,False
1,3,0.9945602901178604,0.7124,True
2,3,1.0,0.5401,False
1,4,0.9967320261437909,0.7037,True
2,4,1.0,0.5590,False
1,5,1.0,0.7059,True
2,5,1.0,0.7917,False
1,6,0.9785714285714285,0.6620,True
2,6,1.0,0.6275,False
1,7,1.0,0.5384,True
1,8,1.0,0.7834,True
2,8,1.0,0.6800,False
1,9,0.9940476190476191,0.5345,True
2,9,1.0,0.5000,False
1,10,0.998,0.6779,True
2,10,1.0,0.4786,False
1,11,0.9846153846153847,0.4983,True
2,11,1.0,0.6739,False
1,12,0.9925233644859813,0.6495,True
2,12,1.0,0.6987,False
1,13,0.9930795847750865,0.5704,True
2,13,1.0,0.6195,False
1,14,0.9867549668874173,0.5143,True
1,15,1.001890359168242,0.4286,True
1,16,0.9973262032085561,0.8000,True
2,16,0.98,0.8148,False
1,17,0.9772296015180265,0.6786,True
2,17,1.0,0.5670,False
1,18,1.0,0.6727,True
2,18,1.0,0.6014,False
1,19,0.9883720930232558,0.6136,True
1,20,0.9973614775725593,0.8038,True
1,21,0.9943820224719101,0.6618,True
2,21,1.0,0.5709,False
1,22,0.994535519125683,0.5973,True
2,22,1.0,0.6047,False
1,23,0.998,0.6250,True
2,23,1.0,0.6348,False
1,24,1.0108695652173914,0.6429,True
2,24,1.0,0.5890,False
1,25,1.0,0.6165,True
2,25,1.0,0.6186,False
1,26,0.9957537154989384,0.5833,True
2,26,1.0,0.7188,False
1,27,0.9893333333333333,0.7802,True
2,27,0.96875,0.6804,False
1,28,0.9871794871794872,0.6888,True
1,29,1.0,0.6301,True
2,29,1.0,0.6114,False
1,30,1.0,0.5514,True
2,30,1.0,0.5069,False
1,31,0.9817518248175182,0.7339,True
2,31,1.0,0.5625,False
1,32,1.0,0.6133,True
1,33,1.0,0.5845,True
13,1,0.9240506329113924,0.1714,True
13,2,0.9534313725490197,0.1975,True
14,2,1.0,0.1389,False
13,3,0.9882139619220308,0.2900,True
14,3,0.9734513274336283,0.1533,False
13,4,0.9836601307189542,0.2456,True
14,4,1.0,0.1284,False
13,5,1.0,0.2344,True
14,5,1.0,0.3214,False
13,6,0.9571428571428572,0.1940,True
14,6,1.0,0.1519,False
13,7,0.8541666666666666,0.0923,True
13,8,1.0,0.2888,True
14,8,1.0,0.1754,False
13,9,0.9583333333333334,0.1493,True
14,9,1.0,0.1875,False
13,10,0.986,0.2308,True
14,10,0.9318181818181818,0.1041,False
13,11,0.8307692307692308,0.0843,True
14,11,1.0,0.2092,False
13,12,0.9738317757009346,0.2361,True
14,12,1.0,0.2753,False
13,13,0.9653979238754326,0.1478,True
14,13,0.96875,0.1928,False
13,14,0.8609271523178808,0.1218,True
13,15,0.9338374291115312,0.1200,True
13,16,0.9946524064171123,0.3684,True
14,16,0.98,0.3846,False
13,17,0.969639468690702,0.2500,True
14,17,1.0,0.1739,False
13,18,0.9939879759519038,0.2093,True
14,18,1.0,0.1857,False
13,19,0.9302325581395349,0.2131,True
13,20,0.9920844327176781,0.3112,True
13,21,0.9831460674157303,0.2131,True
14,21,1.0,0.1816,False
13,22,0.9617486338797814,0.1962,True
14,22,1.0,0.0862,False
13,23,0.992,0.1831,True
14,23,1.0,0.1865,False
13,24,1.0,0.1604,True
14,24,1.0,0.1417,False
13,25,0.9619771863117871,0.1905,True
14,25,1.0,0.1601,False
13,26,0.9469214437367304,0.1667,True
14,26,1.0,0.3012,False
13,27,0.9786666666666667,0.2868,True
14,27,0.96875,0.2083,False
13,28,0.9743589743589743,0.2197,True
13,29,1.0,0.2179,True
14,29,1.0,0.1843,False
13,30,0.9915966386554622,0.1538,True
14,30,1.0,0.1219,False
13,31,0.9671532846715328,0.2400,True
14,31,0.9714285714285714,0.1404,False
13,32,0.8928571428571429,0.1658,True
13,33,0.9625,0.1458,True
11,1,0.9240506329113924,0.1442,True
11,2,0.9534313725490197,0.2282,True
12,2,1.0,0.1818,False
11,3,0.9927470534904805,0.3214,True
12,3,0.9823008849557522,0.1750,False
11,4,0.9934640522875817,0.2787,True
12,4,1.0,0.1727,False
11,5,1.0,0.2762,True
12,5,1.0,0.3810,False
11,6,0.9642857142857143,0.1854,True
12,6,1.0,0.1685,False
11,7,0.875,0.1049,True
11,8,1.0,0.3079,True
12,8,1.0,0.1912,False
11,9,0.9702380952380952,0.1582,True
12,9,1.0,0.2222,False
11,10,0.98,0.2677,True
12,10,0.9772727272727273,0.1015,False
11,11,0.8307692307692308,0.0771,True
12,11,1.0,0.2314,False
11,12,0.9775700934579439,0.2576,True
12,12,1.0,0.2847,False
11,13,0.9688581314878892,0.1754,True
12,13,1.0,0.1927,False
11,14,0.7615894039735099,0.1183,True
11,15,0.9659735349716446,0.1364,True
11,16,0.9866310160427807,0.4167,True
12,16,0.98,0.4310,False
11,17,0.9715370018975332,0.2798,True
12,17,1.0,0.1944,False
11,18,0.9939879759519038,0.2326,True
12,18,1.0,0.2263,False
11,19,0.9418604651162791,0.2453,True
11,20,0.9947229551451188,0.3446,True
11,21,0.9943820224719101,0.2466,True
12,21,1.0,0.2237,False
11,22,0.994535519125683,0.2000,True
12,22,1.0,0.1101,False
11,23,0.99,0.2037,True
12,23,1.0,0.2159,False
11,24,0.9782608695652174,0.1667,True
12,24,1.0,0.1568,False
11,25,0.9771863117870723,0.1875,True
12,25,1.0,0.1914,False
11,26,0.9532908704883227,0.1782,True
12,26,1.0,0.3176,False
11,27,0.9706666666666667,0.3125,True
12,27,0.9375,0.2512,False
11,28,0.9871794871794872,0.2545,True
11,29,0.9980353634577603,0.2479,True
12,29,1.0,0.2250,False
11,30,1.0,0.1812,True
12,30,1.0,0.1217,False
11,31,0.9616788321167883,0.2542,True
12,31,1.0,0.1882,False
11,32,0.9107142857142857,0.1703,True
11,33,1.0,0.1835,True
5,1,0.9493670886075949,0.6122,True
5,2,0.9852941176470589,0.6838,True
6,2,1.0,0.5645,False
5,3,0.986400725294651,0.7557,True
6,3,0.9823008849557522,0.5851,False
5,4,0.9967320261437909,0.7324,True
6,4,1.0,0.5636,False
5,5,1.0,0.6758,True
6,5,1.0,0.7500,False
5,6,0.95,0.6944,True
6,6,1.0,0.6667,False
5,7,1.0,0.5985,True
5,8,1.0,0.7764,True
6,8,1.0,0.6200,False
5,9,0.9880952380952381,0.6429,True
6,9,1.0,0.5692,False
5,10,0.994,0.7111,True
6,10,1.0,0.5957,False
5,11,0.9846153846153847,0.5872,True
6,11,1.0,0.6585,False
5,12,0.9757009345794393,0.6563,True
6,12,1.0,0.6861,False
5,13,0.9930795847750865,0.6207,True
6,13,1.0,0.6544,False
5,14,0.9668874172185431,0.5173,True
5,15,1.0,0.5205,True
5,16,0.9919786096256684,0.7778,True
6,16,0.98,0.7727,False
5,17,0.9487666034155597,0.7143,True
6,17,0.9830508474576272,0.6120,False
5,18,1.0,0.7106,True
6,18,1.0,0.6207,False
5,19,0.9418604651162791,0.6667,True
5,20,0.9973614775725593,0.8194,True
5,21,1.0,0.6667,True
6,21,1.0,0.5863,False
5,22,0.9890710382513661,0.6389,True
6,22,1.0,0.5738,False
5,23,0.994,0.6449,True
6,23,1.0,0.6370,False
5,24,1.0108695652173914,0.6531,True
6,24,1.0,0.5956,False
5,25,0.9923954372623575,0.6522,True
6,25,1.0,0.7119,False
5,26,0.9872611464968153,0.6667,True
6,26,1.0,0.6389,False
5,27,0.9813333333333333,0.7723,True
6,27,0.9375,0.6817,False
5,28,0.9871794871794872,0.6776,True
5,29,0.9980353634577603,0.6606,True
6,29,1.0,0.6462,False
5,30,1.0,0.6429,True
6,30,1.0,0.5761,False
5,31,0.9781021897810219,0.7697,True
6,31,1.0,0.6471,False
5,32,1.0,0.6710,True
5,33,0.975,0.6148,True
15,1,0.9240506329113924,0.1752,True
15,2,0.9558823529411765,0.2000,True
16,2,1.0,0.3000,False
15,3,0.9800543970988214,0.2917,True
16,3,0.9646017699115044,0.2500,False
15,4,0.9934640522875817,0.2063,True
16,4,1.0,0.4685,False
15,5,1.0,0.2551,True
16,5,0.8888888888888888,0.2896,False
15,6,0.9035714285714286,0.1591,True
16,6,0.975609756097561,0.1636,False
15,7,0.9583333333333334,0.1367,True
15,8,0.9938271604938271,0.2030,True
16,8,1.0,0.1489,False
15,9,0.9821428571428571,0.1785,True
16,9,1.0,0.4118,False
15,10,0.95,0.1884,True
16,10,0.8636363636363636,0.1056,False
15,11,0.9538461538461539,0.1134,True
16,11,1.0,0.2820,False
15,12,0.9626168224299065,0.2600,True
16,12,1.0,0.2500,False
15,13,0.9480968858131488,0.2071,True
16,13,1.0,0.2259,False
15,14,0.695364238410596,0.0968,True
15,15,1.0,0.2273,True
15,16,0.9812834224598931,0.2973,True
16,16,0.98,0.3250,False
15,17,0.9222011385199241,0.2571,True
16,17,1.0,0.2308,False
15,18,0.9939879759519038,0.2028,True
16,18,1.0,0.2308,False
15,19,0.8953488372093024,0.2596,True
15,20,0.9973614775725593,0.2500,True
15,21,0.9943820224719101,0.2500,True
16,21,1.0,0.2075,False
15,22,0.994535519125683,0.3089,True
16,22,1.0,0.1290,False
15,23,0.99,0.2245,True
16,23,1.0,0.2698,False
15,24,0.9782608695652174,0.1385,True
16,24,1.0,0.1865,False
15,25,0.9771863117870723,0.2439,True
16,25,1.0,0.4111,False
15,26,0.9596602972399151,0.2025,True
16,26,1.0,0.3000,False
15,27,0.968,0.2092,True
16,27,0.875,0.2279,False
15,28,0.9551282051282052,0.2000,True
15,29,0.9960707269155207,0.2571,True
16,29,1.0,0.2205,False
15,30,1.0,0.2115,True
16,30,1.0,0.2349,False
15,31,0.9562043795620438,0.1971,True
16,31,1.0,0.2885,False
15,32,0.9821428571428571,0.1915,True
15,33,0.975,0.2055,True
9,1,0.9113924050632911,0.1633,True
9,2,0.9705882352941176,0.1902,True
10,2,1.0,0.1905,False
9,3,0.9909338168631007,0.2775,True
10,3,0.9734513274336283,0.2000,False
9,4,0.9869281045751634,0.2118,True
10,4,1.0,0.1294,False
9,5,1.0,0.2308,True
10,5,1.0,0.2800,False
9,6,0.9428571428571428,0.1923,True
10,6,1.0,0.2000,False
9,7,0.9583333333333334,0.1495,True
9,8,1.0,0.2976,True
10,8,1.0,0.2100,False
9,9,0.9821428571428571,0.1856,True
10,9,1.0,0.2250,False
9,10,0.976,0.2000,True
10,10,0.9318181818181818,0.1538,False
9,11,0.9076923076923077,0.1079,True
10,11,1.0,0.2061,False
9,12,0.9738317757009346,0.2404,True
10,12,1.0,0.2601,False
9,13,0.9446366782006921,0.1722,True
10,13,1.0,0.1871,False
9,14,0.9205298013245033,0.1357,True
9,15,0.9640831758034026,0.1395,True
9,16,0.9893048128342246,0.2727,True
10,16,0.96,0.2727,False
9,17,0.9392789373814042,0.2302,True
10,17,1.0,0.2174,False
9,18,0.9799599198396793,0.2161,True
10,18,1.0,0.2073,False
9,19,0.9302325581395349,0.1923,True
9,20,0.9973614775725593,0.2894,True
9,21,0.9943820224719101,0.2167,True
10,21,1.0,0.0953,False
9,22,0.9726775956284153,0.1765,True
10,22,1.0,0.1458,False
9,23,0.99,0.1964,True
10,23,1.0,0.1942,False
9,24,1.0108695652173914,0.1864,True
10,24,0.9,0.1777,False
9,25,0.973384030418251,0.1899,True
10,25,1.0,0.2362,False
9,26,0.9639065817409767,0.1569,True
10,26,1.0,0.2500,False
9,27,0.9733333333333334,0.2864,True
10,27,0.875,0.2358,False
9,28,0.9871794871794872,0.2115,True
9,29,0.9980353634577603,0.2318,True
10,29,1.0,0.2166,False
9,30,1.0,0.1695,True
10,30,1.0,0.1342,False
9,31,0.9781021897810219,0.2353,True
10,31,1.0,0.1765,False
9,32,0.9642857142857143,0.1632,True
9,33,0.95,0.1588,True
17,1,0.7974683544303798,0.1724,True
17,2,0.9583333333333334,0.2766,True
18,2,1.0,0.2143,False
17,3,0.9773345421577516,0.4593,True
18,3,0.9911504424778761,0.2778,False
17,4,0.9836601307189542,0.3600,True
18,4,1.0,0.2917,False
17,5,0.9722222222222222,0.3582,True
18,5,0.8888888888888888,0.4810,False
17,6,0.9321428571428572,0.2459,True
18,6,1.0,0.2125,False
17,7,0.9791666666666666,0.1851,True
17,8,1.0,0.4408,True
18,8,1.0,0.2316,False
17,9,1.0,0.2584,True
18,9,1.0,0.3030,False
17,10,0.968,0.2857,True
18,10,0.8863636363636364,0.1237,False
17,11,0.9384615384615385,0.1179,True
18,11,1.0,0.3194,False
17,12,0.9700934579439252,0.3500,True
18,12,1.0,0.3657,False
17,13,0.9584775086505191,0.2200,True
18,13,0.96875,0.2925,False
17,14,0.8807947019867549,0.1429,True
17,15,0.9735349716446124,0.1852,True
17,16,0.9625668449197861,0.5201,True
18,16,0.88,0.5081,False
17,17,0.8861480075901328,0.3810,True
18,17,0.9491525423728814,0.2796,False
17,18,0.9759519038076152,0.3228,True
18,18,1.0,0.3036,False
17,19,0.8372093023255814,0.2769,True
17,20,0.9973614775725593,0.5814,True
17,21,0.9606741573033708,0.3333,True
18,21,1.0,0.3000,False
17,22,0.9617486338797814,0.3000,True
18,22,1.0,0.1053,False
17,23,0.994,0.2424,True
18,23,1.0,0.2871,False
17,24,0.967391304347826,0.2153,True
18,24,1.0,0.1949,False
17,25,0.9619771863117871,0.2857,True
18,25,1.0,0.2966,False
17,26,0.9384288747346072,0.2273,True
18,26,1.0,0.4400,False
17,27,0.9786666666666667,0.4486,True
18,27,1.0,0.3527,False
17,28,0.967948717948718,0.3684,True
17,29,0.9960707269155207,0.3333,True
18,29,1.0,0.2960,False
17,30,1.0,0.2414,True
18,30,1.0,0.1242,False
17,31,0.9744525547445255,0.3733,True
18,31,1.0,0.2836,False
17,32,0.9107142857142857,0.2105,True
17,33,0.925,0.2222,True
7,1,0.8987341772151899,0.2240,True
7,2,0.9828431372549019,0.3077,True
8,2,1.0,0.2759,False
7,3,0.9891205802357208,0.4333,True
8,3,0.9911504424778761,0.2955,False
7,4,0.9934640522875817,0.3585,True
8,4,1.0,0.2500,False
7,5,0.9722222222222222,0.3404,True
8,5,1.0,0.4688,False
7,6,0.9535714285714286,0.2647,True
8,6,0.975609756097561,0.2340,False
7,7,1.0,0.2126,True
7,8,1.0,0.5883,True
8,8,1.0,0.4694,False
7,9,1.0,0.4503,True
8,9,1.0,0.4250,False
7,10,0.986,0.3051,True
8,10,0.9545454545454546,0.1579,False
7,11,0.9846153846153847,0.1866,True
8,11,1.0,0.3273,False
7,12,0.9757009345794393,0.3787,True
8,12,1.0,0.4161,False
7,13,0.986159169550173,0.2626,True
8,13,1.0,0.3228,False
7,14,0.8807947019867549,0.1819,True
7,15,0.998109640831758,0.2281,True
7,16,0.9812834224598931,0.4706,True
8,16,0.94,0.5000,False
7,17,0.9278937381404174,0.3750,True
8,17,0.9830508474576272,0.2813,False
7,18,0.9939879759519038,0.3300,True
8,18,1.0,0.3261,False
7,19,0.9186046511627907,0.3125,True
7,20,0.9973614775725593,0.6479,True
7,21,0.9775280898876404,0.3333,True
8,21,1.0,0.2250,False
7,22,0.9836065573770492,0.3675,True
8,22,1.0,0.2222,False
7,23,0.994,0.2929,True
8,23,1.0,0.3453,False
7,24,1.0108695652173914,0.2361,True
8,24,1.0,0.2428,False
7,25,0.9885931558935361,0.2963,True
8,25,1.0,0.3841,False
7,26,0.9766454352441614,0.2500,True
8,26,1.0,0.5000,False
7,27,0.9813333333333333,0.5848,True
8,27,1.0,0.5714,False
7,28,0.9807692307692307,0.3086,True
7,29,0.9960707269155207,0.3594,True
8,29,1.0,0.3349,False
7,30,1.0,0.2586,True
8,30,1.0,0.1556,False
7,31,0.9781021897810219,0.4758,True
8,31,1.0,0.2982,False
7,32,0.9821428571428571,0.2567,True
7,33,0.9625,0.2308,True
