site,cancer,edited,p50,tn
4,8,0.7272727272727273,0.0625,False
3,9,0.7440476190476191,0.1304,True
4,9,0.8,0.1351,False
3,10,0.752,0.1053,True
4,10,0.45454545454545453,0.0769,False
3,11,0.4,0.0984,True
4,11,0.625,0.1053,False
3,12,0.5757009345794393,0.0938,True
4,12,0.7083333333333334,0.1000,False
3,13,0.5121107266435986,0.0909,True
4,13,0.59375,0.1000,False
3,14,0.23841059602649006,0.1000,True
3,15,0.7448015122873346,0.1034,True
3,16,0.42513368983957217,0.1000,True
4,16,0.3,0.0691,False
3,17,0.6223908918406073,0.1026,True
4,17,0.4915254237288136,0.0750,False
3,18,0.7575150300601202,0.1071,True
4,18,0.5714285714285714,0.0890,False
3,19,0.7093023255813954,0.1176,True
3,20,0.8390501319261213,0.1429,True
3,21,0.6067415730337079,0.1000,True
4,21,0.75,0.1208,False
3,22,0.6010928961748634,0.1111,True
4,22,1.0,0.0952,False
3,23,0.66,0.0870,True
4,23,0.7307692307692307,0.1250,False
3,24,0.532608695652174,0.0822,True
4,24,0.3,0.0670,False
3,25,0.779467680608365,0.1154,True
4,25,1.0,0.2059,False
3,26,0.7006369426751592,0.0968,True
3,27,0.736,0.1357,True
4,27,0.5625,0.1250,False
3,28,0.7371794871794872,0.0938,True
3,29,0.630648330058939,0.0833,True
4,29,0.39655172413793105,0.0646,False
3,30,0.6890756302521008,0.0876,True
4,30,0.5,0.0546,False
3,31,0.5437956204379562,0.1379,True
4,31,0.6571428571428571,0.0895,False
3,32,0.8214285714285714,0.1296,True
3,33,0.625,0.0909,True
13,1,0.12658227848101267,0.1077,True
13,2,0.3553921568627451,0.1000,True
14,2,0.3157894736842105,0.0714,False
13,3,0.4496826835902085,0.0952,True
14,3,0.3185840707964602,0.0857,False
13,4,0.4869281045751634,0.0909,True
14,4,1.0,0.1176,False
13,5,0.1111111111111111,0.1215,True
13,6,0.26071428571428573,0.0909,True
14,6,0.21951219512195122,0.1429,False
13,7,0.3333333333333333,0.0923,True
13,8,0.6975308641975309,0.1188,True
14,8,0.5454545454545454,0.1333,False
13,9,0.6369047619047619,0.1333,True
14,9,0.8,0.1821,False
13,10,0.428,0.0909,True
14,10,0.36363636363636365,0.0769,False
13,11,0.18461538461538463,0.1455,True
14,11,0.4166666666666667,0.0691,False
13,12,0.37383177570093457,0.0909,True
14,12,0.3611111111111111,0.0955,False
13,13,0.24567474048442905,0.0909,True
14,13,0.40625,0.0952,False
13,14,0.15894039735099338,0.1000,True
13,15,0.5765595463137996,0.1176,True
13,16,0.14171122994652408,0.1000,True
14,16,0.02,0.2143,False
13,17,0.3927893738140417,0.0870,True
14,17,0.2542372881355932,0.0714,False
13,18,0.4749498997995992,0.0909,True
14,18,0.3673469387755102,0.0660,False
13,19,0.3023255813953488,0.1292,True
13,20,0.6094986807387863,0.1124,True
13,21,0.2752808988764045,0.1000,True
14,21,0.5,0.1294,False
13,22,0.273224043715847,0.0988,True
14,22,0.3333333333333333,0.0714,False
13,23,0.402,0.0870,True
14,23,0.5,0.1053,False
13,24,0.2717391304347826,0.1000,True
14,24,0.3,0.1000,False
13,25,0.5741444866920152,0.0952,True
13,26,0.4819532908704883,0.0909,True
13,27,0.5306666666666666,0.1111,True
14,27,0.34375,0.1111,False
13,28,0.5448717948717948,0.0909,True
13,29,0.4086444007858546,0.0909,True
14,29,0.43103448275862066,0.1000,False
13,30,0.4789915966386555,0.0852,True
14,30,1.0,0.0810,False
13,31,0.34306569343065696,0.1176,True
14,31,0.5428571428571428,0.1458,False
13,32,0.42857142857142855,0.0952,True
13,33,0.375,0.0909,True
19,1,0.02531645569620253,0.3149,True
19,2,0.2769607843137255,0.2105,True
20,2,0.3684210526315789,0.1333,False
19,3,0.4696282864913871,0.2000,True
20,3,0.6371681415929203,0.1538,False
19,4,0.43790849673202614,0.2000,True
20,4,1.0,0.3846,False
19,5,0.08333333333333333,0.1818,True
19,6,0.18928571428571428,0.2000,True
20,6,0.12195121951219512,0.1000,False
19,7,0.375,0.1703,True
19,8,0.8641975308641975,0.2222,True
20,8,0.45454545454545453,0.1364,False
19,9,0.625,0.2222,True
20,9,0.8,0.2909,False
19,10,0.4,0.2000,True
20,10,0.22727272727272727,0.1909,False
19,11,0.06153846153846154,0.3173,True
20,11,0.2916666666666667,0.2308,False
19,12,0.405607476635514,0.1765,True
20,12,0.3888888888888889,0.2053,False
19,13,0.2179930795847751,0.2143,True
20,13,0.4375,0.1834,False
19,14,0.44370860927152317,0.2000,True
19,15,0.40264650283553877,0.2308,True
19,16,0.040106951871657755,0.2000,True
19,17,0.3206831119544592,0.2000,True
20,17,0.2542372881355932,0.1111,False
19,18,0.3907815631262525,0.1920,True
20,18,0.4897959183673469,0.1269,False
19,19,0.19767441860465115,0.1667,True
19,20,0.6596306068601583,0.2647,True
19,21,0.1797752808988764,0.1909,True
20,21,0.25,0.0556,False
19,22,0.20765027322404372,0.2000,True
20,22,0.3333333333333333,0.1250,False
19,23,0.332,0.1818,True
20,23,0.2692307692307692,0.2191,False
19,24,0.1956521739130435,0.2000,True
20,24,0.2,0.2078,False
19,25,0.43346007604562736,0.2000,True
20,25,0.5,0.1333,False
19,26,0.4543524416135881,0.1830,True
19,27,0.6746666666666666,0.2308,True
20,27,0.5625,0.1923,False
19,28,0.6410256410256411,0.1791,True
19,29,0.23968565815324164,0.1667,True
20,29,0.4827586206896552,0.1818,False
19,30,0.5210084033613446,0.1667,True
20,30,1.0,0.1185,False
19,31,0.25364963503649635,0.2500,True
20,31,0.37142857142857144,0.1818,False
19,32,0.5535714285714286,0.1667,True
19,33,0.3,0.1333,True
17,1,0.17721518987341772,0.0909,True
17,2,0.3161764705882353,0.0870,True
18,2,0.3157894736842105,0.0628,False
17,3,0.5185856754306437,0.1000,True
18,3,0.2743362831858407,0.0564,False
17,4,0.434640522875817,0.0870,True
17,5,0.3611111111111111,0.0833,True
18,5,0.1111111111111111,0.0909,False
17,6,0.22142857142857142,0.0769,True
18,6,0.24390243902439024,0.0909,False
17,7,0.2708333333333333,0.0526,True
17,8,0.7345679012345679,0.1190,True
18,8,0.2727272727272727,0.0556,False
17,9,0.49404761904761907,0.0931,True
18,9,0.4,0.0667,False
17,10,0.444,0.0895,True
18,10,0.1590909090909091,0.0714,False
17,11,0.15384615384615385,0.0769,True
18,11,0.5,0.0718,False
17,12,0.41495327102803736,0.0833,True
18,12,0.5,0.0909,False
17,13,0.2179930795847751,0.0833,True
18,13,0.34375,0.0651,False
17,14,0.25165562913907286,0.0769,True
17,15,0.5879017013232514,0.1000,True
17,16,0.15508021390374332,0.1292,True
18,16,0.06,0.1000,False
17,17,0.3870967741935484,0.0909,True
18,17,0.3220338983050847,0.0871,False
17,18,0.40681362725450904,0.0833,True
18,18,0.3673469387755102,0.0789,False
17,19,0.38372093023255816,0.1027,True
17,20,0.40633245382585753,0.1250,True
17,21,0.2696629213483146,0.0984,True
17,22,0.36065573770491804,0.1048,True
18,22,0.6666666666666666,0.0884,False
17,23,0.32,0.0714,True
18,23,0.3076923076923077,0.0820,False
17,24,0.21739130434782608,0.0833,True
18,24,0.5,0.0909,False
17,25,0.49429657794676807,0.0952,True
17,26,0.3991507430997877,0.0759,True
17,27,0.5546666666666666,0.1053,True
18,27,0.25,0.0769,False
17,28,0.532051282051282,0.0811,True
17,29,0.3163064833005894,0.0769,True
18,29,0.3275862068965517,0.0718,False
17,30,0.31932773109243695,0.0564,True
18,30,0.5,0.0714,False
17,31,0.2773722627737226,0.1000,True
18,31,0.22857142857142856,0.0667,False
17,32,0.48214285714285715,0.1027,True
17,33,0.1625,0.0714,True
