site,cancer,edited,p50,tn
1,1,0.46835443037974683,0.5000,True
1,2,0.5,0.4687,True
2,2,0.7368421052631579,0.5857,False
1,3,0.742520398912058,0.5909,True
2,3,0.9646017699115044,0.5385,False
1,4,0.4542483660130719,0.5000,True
2,4,0.6666666666666666,0.7334,False
1,5,0.75,0.5333,True
2,5,0.5555555555555556,0.5000,False
1,6,0.4928571428571429,0.4121,True
2,6,0.5853658536585366,0.4143,False
1,7,0.8541666666666666,0.4000,True
1,8,0.41358024691358025,0.6000,True
2,8,0.6363636363636364,0.3636,False
1,9,0.9642857142857143,0.5326,True
2,9,1.0,0.4545,False
1,10,0.216,0.5670,True
2,10,0.5909090909090909,0.4545,False
1,11,0.9538461538461539,0.3846,True
2,11,1.0,0.4581,False
1,12,0.708411214953271,0.5417,True
2,12,0.9583333333333334,0.4286,False
1,13,0.9238754325259516,0.4118,True
2,13,1.0,0.4434,False
1,14,0.26490066225165565,0.3084,True
1,15,0.994328922495274,0.4286,True
1,16,0.4090909090909091,0.6667,True
2,16,0.26,0.7500,False
1,17,0.6280834914611005,0.5455,True
2,17,0.7457627118644068,0.5736,False
1,18,0.39879759519038077,0.5000,True
2,18,0.9183673469387755,0.6000,False
1,19,0.32558139534883723,0.5585,True
1,20,0.8337730870712401,0.5862,True
1,21,0.5898876404494382,0.5625,True
2,21,1.0,0.4286,False
1,22,0.45901639344262296,0.6000,True
2,22,0.6666666666666666,0.3863,False
1,23,0.876,0.5044,True
2,23,1.0,0.5081,False
1,24,0.5434782608695652,0.4000,True
2,24,0.6,0.5417,False
1,25,0.4448669201520912,0.5455,True
2,25,1.0,0.5604,False
1,26,0.7983014861995754,0.5263,True
2,26,1.0,0.4706,False
1,27,0.416,0.5528,True
2,27,0.46875,0.6818,False
1,28,0.4423076923076923,0.4286,True
1,29,0.9705304518664047,0.5176,True
2,29,1.0,0.4615,False
1,30,0.8235294117647058,0.4341,True
2,30,1.0,0.4822,False
1,31,0.5565693430656934,0.5000,True
2,31,0.6857142857142857,0.5109,False
1,32,0.6428571428571429,0.4000,True
1,33,0.65,0.4655,True
5,1,0.3924050632911392,0.1667,True
5,2,0.4411764705882353,0.1667,True
6,2,0.5789473684210527,0.2000,False
5,3,0.6926563916591115,0.2174,True
6,3,0.8761061946902655,0.1758,False
5,4,0.4117647058823529,0.1818,True
6,4,0.6666666666666666,0.1689,False
5,5,0.6666666666666666,0.1818,True
6,5,0.5555555555555556,0.2000,False
5,6,0.4035714285714286,0.1333,True
6,6,0.5609756097560976,0.2143,False
5,7,0.6666666666666666,0.1379,True
5,8,0.345679012345679,0.2000,True
6,8,0.45454545454545453,0.1429,False
5,9,0.9226190476190477,0.1590,True
6,9,1.0,0.1154,False
5,10,0.19,0.2427,True
6,10,0.45454545454545453,0.1739,False
5,11,0.7692307692307693,0.1282,True
6,11,1.0,0.1596,False
5,12,0.6429906542056075,0.1818,True
6,12,0.9305555555555556,0.1613,False
5,13,0.7231833910034602,0.1154,True
6,13,0.90625,0.1522,False
5,14,0.2119205298013245,0.1000,True
5,15,0.9035916824196597,0.1273,True
5,16,0.393048128342246,0.2759,True
6,16,0.24,0.3030,False
5,17,0.5825426944971537,0.2000,True
6,17,0.711864406779661,0.2059,False
5,18,0.37074148296593185,0.1818,True
6,18,0.8775510204081632,0.2205,False
5,19,0.313953488372093,0.2188,True
5,20,0.7572559366754618,0.1867,True
5,21,0.5280898876404494,0.1875,True
6,21,0.75,0.1667,False
5,22,0.43169398907103823,0.2000,True
6,22,0.3333333333333333,0.3333,False
5,23,0.788,0.1579,True
6,23,0.9423076923076923,0.1527,False
5,24,0.43478260869565216,0.1133,True
6,24,0.3,0.2000,False
5,25,0.4068441064638783,0.1818,True
6,25,1.0,0.2915,False
5,26,0.7303609341825902,0.1818,True
6,26,1.0,0.2424,False
5,27,0.36,0.1852,True
6,27,0.46875,0.1765,False
5,28,0.3717948717948718,0.1765,True
5,29,0.9135559921414538,0.1596,True
6,29,0.9655172413793104,0.1412,False
5,30,0.6890756302521008,0.1429,True
6,30,0.5,0.1238,False
5,31,0.4744525547445255,0.1590,True
6,31,0.6285714285714286,0.1667,False
5,32,0.5178571428571429,0.1333,True
5,33,0.5375,0.1364,True
19,1,0.34177215189873417,0.1613,True
19,2,0.3235294117647059,0.1160,True
20,2,0.3684210526315789,0.2000,False
19,3,0.5358114233907525,0.1667,True
20,3,0.8938053097345132,0.2026,False
19,4,0.30392156862745096,0.1176,True
20,4,0.6666666666666666,0.5129,False
19,5,0.4444444444444444,0.1193,True
20,5,0.2222222222222222,0.1455,False
19,6,0.2357142857142857,0.1027,True
20,6,0.36585365853658536,0.1667,False
19,7,0.4375,0.1000,True
19,8,0.2654320987654321,0.1818,True
20,8,0.45454545454545453,0.1875,False
19,9,0.8333333333333334,0.1300,True
20,9,1.0,0.2424,False
19,10,0.118,0.1659,True
20,10,0.36363636363636365,0.1334,False
19,11,0.5692307692307692,0.0769,True
20,11,0.9583333333333334,0.1176,False
19,12,0.5046728971962616,0.2105,True
20,12,0.8333333333333334,0.1250,False
19,13,0.6401384083044983,0.1143,True
20,13,0.78125,0.1429,False
19,14,0.13245033112582782,0.0909,True
19,15,0.8241965973534972,0.1176,True
19,16,0.22192513368983957,0.1703,True
20,16,0.18,0.2000,False
19,17,0.4686907020872865,0.1364,True
20,17,0.4915254237288136,0.2243,False
19,18,0.22845691382765532,0.1538,True
20,18,0.8163265306122449,0.2547,False
19,19,0.18604651162790697,0.1909,True
19,20,0.6754617414248021,0.1511,True
19,21,0.4606741573033708,0.1667,True
20,21,0.75,0.2000,False
19,22,0.28415300546448086,0.2124,True
20,22,0.6666666666666666,0.0945,False
19,23,0.746,0.2105,True
20,23,0.9230769230769231,0.2212,False
19,24,0.2826086956521739,0.1176,True
20,24,0.4,0.1215,False
19,25,0.3231939163498099,0.2000,True
20,25,1.0,0.3159,False
19,26,0.5944798301486199,0.1579,True
20,26,1.0,0.1765,False
19,27,0.29333333333333333,0.2000,True
20,27,0.3125,0.4248,False
19,28,0.28205128205128205,0.1000,True
19,29,0.8526522593320236,0.1406,True
20,29,0.8275862068965517,0.0938,False
19,30,0.5882352941176471,0.1200,True
20,30,0.5,0.1429,False
19,31,0.34854014598540145,0.1176,True
20,31,0.4857142857142857,0.3077,False
19,32,0.3392857142857143,0.0839,True
19,33,0.4875,0.2183,True
15,1,0.379746835443038,0.1181,True
15,2,0.3382352941176471,0.1818,True
16,2,0.5263157894736842,0.1886,False
15,3,0.528558476881233,0.3000,True
16,3,0.7522123893805309,0.2308,False
15,4,0.3333333333333333,0.1818,True
15,5,0.4722222222222222,0.1818,True
15,6,0.275,0.1333,True
16,6,0.3170731707317073,0.1000,False
15,7,0.5208333333333334,0.1652,True
15,8,0.15432098765432098,0.3636,True
16,8,0.36363636363636365,0.2540,False
15,9,0.8809523809523809,0.2564,True
16,9,1.0,0.2000,False
15,10,0.176,0.2072,True
16,10,0.38636363636363635,0.1250,False
15,11,0.7692307692307693,0.1111,True
16,11,0.9583333333333334,0.1490,False
15,12,0.4280373831775701,0.2667,True
16,12,0.9027777777777778,0.1860,False
15,13,0.7335640138408305,0.1351,True
16,13,0.9375,0.1852,False
15,14,0.046357615894039736,0.1364,True
15,15,0.9224952741020794,0.1765,True
15,16,0.2994652406417112,0.3205,True
16,16,0.16,0.4018,False
15,17,0.4459203036053131,0.2500,True
16,17,0.4915254237288136,0.2857,False
15,18,0.2685370741482966,0.2124,True
16,18,0.8571428571428571,0.2778,False
15,19,0.32558139534883723,0.2000,True
15,20,0.46174142480211083,0.3000,True
15,21,0.47191011235955055,0.2353,True
16,21,1.0,0.1945,False
15,22,0.2896174863387978,0.2857,True
16,22,0.6666666666666666,0.2680,False
15,23,0.776,0.1765,True
16,23,0.9038461538461539,0.1786,False
15,24,0.2717391304347826,0.1667,True
16,24,0.1,0.2000,False
15,25,0.34600760456273766,0.2000,True
16,25,1.0,0.3394,False
15,26,0.6624203821656051,0.2105,True
16,26,1.0,0.2000,False
15,27,0.19733333333333333,0.2427,True
16,27,0.0625,0.2030,False
15,28,0.24358974358974358,0.1667,True
15,29,0.9135559921414538,0.1944,True
16,29,0.9655172413793104,0.1463,False
15,30,0.6554621848739496,0.1515,True
16,30,1.0,0.0706,False
15,31,0.3686131386861314,0.2000,True
16,31,0.2857142857142857,0.2143,False
15,32,0.5357142857142857,0.1569,True
15,33,0.4625,0.1429,True
3,1,0.4810126582278481,0.4914,True
3,2,0.4264705882352941,0.4248,True
4,2,0.631578947368421,0.4388,False
3,3,0.6654578422484134,0.6364,True
4,3,0.9026548672566371,0.5520,False
3,4,0.4411764705882353,0.4595,True
4,4,1.0,0.5333,False
3,5,0.4722222222222222,0.5833,True
3,6,0.4035714285714286,0.3529,True
4,6,0.5365853658536586,0.2971,False
3,7,0.7916666666666666,0.3603,True
3,8,0.30246913580246915,0.7143,True
4,8,0.5454545454545454,0.4722,False
3,9,0.9702380952380952,0.5294,True
4,9,1.0,0.4507,False
3,10,0.234,0.5000,True
4,10,0.5454545454545454,0.3038,False
3,11,0.9384615384615385,0.3438,True
4,11,1.0,0.4851,False
3,12,0.6037383177570094,0.5455,True
4,12,0.9583333333333334,0.4516,False
3,13,0.8754325259515571,0.3684,True
4,13,0.96875,0.4737,False
3,14,0.1456953642384106,0.3077,True
3,15,0.9867674858223062,0.5000,True
3,16,0.4037433155080214,0.6333,True
4,16,0.26,0.7273,False
3,17,0.5692599620493358,0.5455,True
4,17,0.6271186440677966,0.5385,False
3,18,0.3627254509018036,0.5000,True
4,18,0.8979591836734694,0.5896,False
3,19,0.46511627906976744,0.4881,True
3,20,0.554089709762533,0.6400,True
3,21,0.5280898876404494,0.5000,True
4,21,1.0,0.4643,False
3,22,0.4426229508196721,0.6667,True
4,22,0.6666666666666666,0.1619,False
3,23,0.872,0.4762,True
4,23,0.9615384615384616,0.5000,False
3,24,0.45652173913043476,0.3550,True
4,24,0.1,0.3846,False
3,25,0.45627376425855515,0.5556,True
4,25,1.0,0.5528,False
3,26,0.7600849256900213,0.4815,True
4,26,1.0,0.5238,False
3,27,0.30666666666666664,0.6000,True
4,27,0.15625,0.6364,False
3,28,0.23076923076923078,0.3603,True
3,29,0.962671905697446,0.5578,True
4,29,0.9827586206896551,0.4412,False
3,30,0.8319327731092437,0.3333,True
4,30,1.0,0.2214,False
3,31,0.593065693430657,0.5417,True
4,31,0.6285714285714286,0.5524,False
3,32,0.6964285714285714,0.4000,True
3,33,0.675,0.3550,True
13,1,0.22784810126582278,0.0667,True
13,2,0.36764705882352944,0.0909,True
14,2,0.3157894736842105,0.0591,False
13,3,0.6763372620126926,0.1250,True
14,3,0.6548672566371682,0.0867,False
13,4,0.3758169934640523,0.0909,True
14,4,0.6666666666666666,0.1387,False
13,5,0.5,0.0871,True
14,5,0.4444444444444444,0.1667,False
13,6,0.29642857142857143,0.0833,True
14,6,0.3170731707317073,0.0769,False
13,7,0.2916666666666667,0.0606,True
13,8,0.5493827160493827,0.0976,True
14,8,0.5454545454545454,0.0667,False
13,9,0.5654761904761905,0.0610,True
14,9,1.0,0.1138,False
13,10,0.25,0.1111,True
14,10,0.36363636363636365,0.0871,False
13,11,0.18461538461538463,0.0370,True
14,11,0.625,0.0603,False
13,12,0.6149532710280374,0.0968,True
14,12,0.5,0.0539,False
13,13,0.328719723183391,0.0526,True
14,13,0.46875,0.0645,False
13,14,0.17218543046357615,0.0500,True
13,15,0.6748582230623819,0.0694,True
13,16,0.5508021390374331,0.1429,True
14,16,0.44,0.1667,False
13,17,0.5654648956356736,0.1053,True
14,17,0.6610169491525424,0.1133,False
13,18,0.3787575150300601,0.1000,True
14,18,0.8367346938775511,0.1038,False
13,19,0.5465116279069767,0.1071,True
13,20,0.6886543535620053,0.1325,True
13,21,0.5617977528089888,0.1176,True
13,22,0.6010928961748634,0.1304,True
14,22,0.3333333333333333,0.1117,False
13,23,0.522,0.0714,True
14,23,0.5192307692307693,0.0646,False
13,24,0.30434782608695654,0.0769,True
14,24,0.3,0.1333,False
13,25,0.3688212927756654,0.0909,True
14,25,0.5,0.0999,False
13,26,0.5265392781316348,0.0833,True
14,26,1.0,0.1316,False
13,27,0.42933333333333334,0.1000,True
14,27,0.4375,0.0824,False
13,28,0.5,0.1111,True
13,29,0.7053045186640472,0.0870,True
14,29,0.6551724137931034,0.0700,False
13,30,0.40336134453781514,0.0698,True
14,30,0.5,0.0505,False
13,31,0.2208029197080292,0.0909,True
14,31,0.2571428571428571,0.0646,False
13,32,0.3392857142857143,0.0839,True
13,33,0.3,0.0625,True
