site,cancer,edited,p50,tn
9,20,0.16886543535620052,0.1000,True
9,22,0.00546448087431694,0.1000,True
9,25,0.011406844106463879,0.1510,True
9,26,0.0021231422505307855,0.0833,True
9,27,0.021333333333333333,0.1731,True
9,28,0.00641025641025641,0.1000,True
9,29,0.18664047151277013,0.2000,True
10,29,0.034482758620689655,0.1056,False
9,30,0.06722689075630252,0.0667,True
9,31,0.01824817518248175,0.0833,True
9,32,0.03571428571428571,0.0833,True
